Ref_number;States;Municipality ;Study_location;Coordinates ;Conservation_unit;Status_conservation_unit;Phytophysiognomy_type;Plant_species_original;Plant_species_adjusted;Plant_family;Plant_genus;Threat_status;Life_form;Vegetation_type;Plant_distribution;Biogeographical _domain;
Ref_11;MG;Santana do Riacho;Serra do Cipó;"43°36’23.0’’W, 19º 19’44.6’’S; 43°36’42.3’’W, 19º 18’ 24.1’’S; 43°36’09.3’’W, 19º 20’24.0’’S";No;No;Campo rupestre, cerrado;Piptadenia gonoacantha;Piptadenia gonoacantha (Mart.) J.F.Macbr.;Fabaceae;Piptadenia;LC;Tree;Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AL|BA|ES|MG|MS|PB|PE|PR|RJ|RN|RS|SC|SE|SP;Cerrado|Mata Atlântica;
Ref_03;MG;Cristália;Soberbo;42°40'W, 17°08'S;No;NA;Campo rupestre;Piptadenia gonoacantha;Piptadenia gonoacantha (Mart.) J.F.Macbr.;Fabaceae;Piptadenia;LC;Tree;Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AL|BA|ES|MG|MS|PB|PE|PR|RJ|RN|RS|SC|SE|SP;Cerrado|Mata Atlântica;
Ref_01;MG;Belo Horizonte;Campus Pampulha;"19°51'51,4""S 43°57'55,8""W";No;No;Cerrado, mata;Piptadenia communis;Piptadenia gonoacantha (Mart.) J.F.Macbr.;Fabaceae;Piptadenia;LC;Tree;Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AL|BA|ES|MG|MS|PB|PE|PR|RJ|RN|RS|SC|SE|SP;Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Piptocarpha rotundifolia (Less.) Baker;Piptocarpha rotundifolia (Less.) Baker;Asteraceae;Piptocarpha;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MA|MG|MS|MT|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Piptocarpha rotundifolia;Piptocarpha rotundifolia (Less.) Baker;Asteraceae;Piptocarpha;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MA|MG|MS|MT|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Piptocarpha rotundifolia;Piptocarpha rotundifolia (Less.) Baker;Asteraceae;Piptocarpha;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MA|MG|MS|MT|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_26;GO;Silvânia;Floresta Nacional de Silvânia;"16°38’11,79”S, 48°39’50,82”W; 16°37’52,90”S, 48°39’52,38”W";Yes;Federal;Cerrado, mata de galeria;Piptocarpha rotundifolia;Piptocarpha rotundifolia (Less.) Baker;Asteraceae;Piptocarpha;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MA|MG|MS|MT|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_10;MG;NA;RPPN Serra do Caraça;20°35'S-11°11' S;Yes;RPPN;Campo rupestre;Piptolepis ericoides;Piptolepis ericoides Sch.Bip.;Asteraceae;Piptolepis;NT;Shrub;Campo rupestre;MG;Cerrado;
Ref_04;MG;Três Marias;Estação Ecológica de Pirapitinga;"18°20'S-18°23'S; 45°I7'W-45°20'W";Yes;Federal;Campo sujo;Piriqueta aurea;Piriqueta aurea (Cambess.) Urb.;Turneraceae;Piriqueta;NA;Herb|Subshrub;Área Antrópica|Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu);GO|MG|SP;Cerrado|Mata Atlântica;
Ref_13;MG;Januária;Área de Proteção Ambiental do Rio Pandeiros;15°29’15”S, 44°21’40”W;Yes;Estadual;Mata ciliar;Platymiscium floribundum;Platymiscium floribundum Vogel;Fabaceae;Platymiscium;NA;NA;NA;NA;Caatinga|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Plenckia populnea;Plenckia populnea Reissek;Celastraceae;Plenckia;NA;Tree;Cerrado (lato sensu)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos;BA|DF|GO|MG|MS|MT|PR|RO|SP;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_30;GO;Hidrolândia;Escola Agrícola;17°01’05”S, 49°11’49”W;No;No;Cerrado;Plenckia populnea;Plenckia populnea Reissek;Celastraceae;Plenckia;NA;Tree;Cerrado (lato sensu)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos;BA|DF|GO|MG|MS|MT|PR|RO|SP;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_06;MG;Prados;Serra de São José;"21°03',21°07’S; 44°06',44°13’W";No;No;Campo rupestre, cerrado;Tibouchina candolleana;Pleroma candolleanum (Mart. ex DC.) Triana;Melastomataceae;Pleroma;NA;Shrub|Tree;Floresta Ciliar ou Galeria;BA|DF|GO|MG;Cerrado;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Tibouchina candolleana;Pleroma candolleanum (Mart. ex DC.) Triana;Melastomataceae;Pleroma;NA;Shrub|Tree;Floresta Ciliar ou Galeria;BA|DF|GO|MG;Cerrado;
Ref_18;MG;NA;Parque Estadual do Ibitipoca;21°42’S, 43°54’W;Yes;Estadual;Campo rupestre;Tibouchina collina;Pleroma collinum (Naudin) Triana;Melastomataceae;Pleroma;NA;Shrub;Campo rupestre;MG;Mata Atlântica;
Ref_18;MG;NA;Parque Estadual do Brigadeiro;42°20’S-42°40’S, 20°20’W-21°00’W;Yes;Estadual;Campo rupestre;Tibouchina faveolata;Pleroma foveolatum (Naudin) Triana;Melastomataceae;Pleroma;NA;Shrub;Floresta Ombrófila (= Floresta Pluvial);MG|RJ|SP;Mata Atlântica;
Ref_18;MG;NA;Parque Nacional do Itatiaia;22°21’S, 44°40’W;Yes;Estadual;Campo rupestre;Tibouchina hospita;Pleroma hospitum (Schrank et Mart. ex DC.) Triana;Melastomataceae;Pleroma;NA;Shrub;Floresta Ombrófila (= Floresta Pluvial);MG|PR|RJ|RS|SC|SP;Mata Atlântica;
Ref_31;BA;Caetité;Trilha Jacaraci;14°05’18”S, 42°29’56”W;No;No;Mata de galeria;Plinia peruviana ;Plinia peruviana (Poir.) Govaerts;Myrtaceae;Plinia;NA;Tree;Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;ES|MG|PR|RJ|RS|SC|SP;Mata Atlântica;
Ref_01;MG;Belo Horizonte;Campus Pampulha;"19°51'51,4""S 43°57'55,8""W";No;No;Cerrado, mata;Porophyllum ruderale;Porophyllum ruderale (Jacq.) Cass.;Asteraceae;Porophyllum;NA;Herb;Área Antrópica;AC|AL|AM|AP|BA|CE|DF|ES|GO|MG|MS|MT|PA|PE|PR|RJ|RN|RO|RR|RS|SC|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa|Pantanal;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Pouteria ramiflora (Mart.) Radlk.;Pouteria ramiflora (Mart.) Radlk.;Sapotaceae;Pouteria;NA;Shrub|Tree;Cerrado (lato sensu)|Restinga;BA|CE|DF|GO|MA|MG|MS|MT|PA|PE|PI|RJ|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Cerrado rochoso;Pouteria ramiflora;Pouteria ramiflora (Mart.) Radlk.;Sapotaceae;Pouteria;NA;Shrub|Tree;Cerrado (lato sensu)|Restinga;BA|CE|DF|GO|MA|MG|MS|MT|PA|PE|PI|RJ|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Pouteria ramiflora;Pouteria ramiflora (Mart.) Radlk.;Sapotaceae;Pouteria;NA;Shrub|Tree;Cerrado (lato sensu)|Restinga;BA|CE|DF|GO|MA|MG|MS|MT|PA|PE|PI|RJ|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_27;MS;Aquidauana;Universidade Estadual de Mato Grosso do Sul (UEMS), Distrito de Camisão;"20°27'21.4""S, 55°39'46.1""W; 20°26'58.1""S, 55°38'16.9""W";No;No;Cerrado;Pouteria torta (Mart.) Radlk.;Pouteria torta (Mart.) Radlk.;Sapotaceae;Pouteria;LC;Shrub|Tree;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|PI|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_15;SP;Luiz Antônio;Ecological Station of Jataí;"21°36’19.44”S, 47°47’28.86”W; 21°36’14.10”S, 47°46’34.44”W; 21°36’2.81”S, 47°45’38.32”W; 21°35’33.27”S, 47°45’40.86”W; 21°37’48.48”S, 47°42’33.15”W";Yes;Estadual;Cerradão, cerrado;Pouteria torta (Mart.) Radlk.;Pouteria torta (Mart.) Radlk.;Sapotaceae;Pouteria;LC;Shrub|Tree;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|PI|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_16;GO;Caldas Novas;Fragmento de cerrado;17°42’39’’S, 48°38’27’’W;No;No;Cerrado;Pouteria torta;Pouteria torta (Mart.) Radlk.;Sapotaceae;Pouteria;LC;Shrub|Tree;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|PI|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_21;BA;Caetité;APP da nascente do riacho Jatobá;14°04'36,8''S, 42°29'59,7''W;No;No;Transição cerrado-caatinga;Pouteria torta (Mart.) Radlk.;Pouteria torta (Mart.) Radlk.;Sapotaceae;Pouteria;LC;Shrub|Tree;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|PI|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_07;SP;Santa Rita do Passa Quatro;Pé-de-Gigante Cerrado Reserve;"21°35’ S; 47°35’W";Yes;Federal;Cerrado;Pouteria torta;Pouteria torta (Mart.) Radlk.;Sapotaceae;Pouteria;LC;Shrub|Tree;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|PI|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_13;MG;Januária;Área de Proteção Ambiental do Rio Pandeiros;15°29’15”S, 44°21’40”W;Yes;Estadual;Cerrado;Pouteria torta;Pouteria torta (Mart.) Radlk.;Sapotaceae;Pouteria;LC;Shrub|Tree;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|PI|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Pouteria torta;Pouteria torta (Mart.) Radlk.;Sapotaceae;Pouteria;LC;Shrub|Tree;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|PI|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_14;MG;Ingaí;Reserva Biológica Unilavras-Boqueirão;21°20’47”S, 44°59’27”W;Yes;NA;Cerrado;Prestonia tomentosa;Prestonia tomentosa R.Br.;Apocynaceae;Prestonia;LC;Liana/volúvel/trepadeira;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual;AC|AM|BA|GO|MG|MS|MT|PA|PR|RJ|RR|SP;Amazônia|Cerrado|Mata Atlântica;
Ref_11;MG;Santana do Riacho;Serra do Cipó;"43°36’23.0’’W, 19º 19’44.6’’S; 43°36’42.3’’W, 19º 18’ 24.1’’S; 43°36’09.3’’W, 19º 20’24.0’’S";No;No;Campo rupestre, cerrado;Prockia crucis;Prockia crucis P.Browne ex L.;Salicaceae;Prockia;NA;Shrub|Tree;Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;AC|AL|BA|CE|GO|MA|MG|MS|MT|PB|PE|PR|RJ|RN|SC|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_27;MS;Aquidauana;Universidade Estadual de Mato Grosso do Sul (UEMS), Distrito de Camisão;"20°27'21.4""S, 55°39'46.1""W; 20°26'58.1""S, 55°38'16.9""W";No;No;Cerrado;Protium heptaphyllum (Aubl.) Marchand;Protium heptaphyllum (Aubl.) Marchand;Burseraceae;Protium;NA;NA;NA;AC|RN;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Protium heptaphyllum March.;Protium heptaphyllum (Aubl.) Marchand;Burseraceae;Protium;NA;NA;NA;AC|RN;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_04;MG;Três Marias;Estação Ecológica de Pirapitinga;"18°20'S-18°23'S; 45°I7'W-45°20'W";Yes;Federal;Cerradão;Protium heptaphyllum;Protium heptaphyllum (Aubl.) Marchand;Burseraceae;Protium;NA;NA;NA;AC|RN;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Mata estacional semidecídua;Protium heptaphyllum;Protium heptaphyllum (Aubl.) Marchand;Burseraceae;Protium;NA;NA;NA;AC|RN;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_14;MG;Ingaí;Reserva Biológica Unilavras-Boqueirão;21°20’47”S, 44°59’27”W;Yes;NA;Campo rupestre;Protium heptaphyllum;Protium heptaphyllum (Aubl.) Marchand;Burseraceae;Protium;NA;NA;NA;AC|RN;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_26;GO;Silvânia;Floresta Nacional de Silvânia;"16°38’11,79”S, 48°39’50,82”W; 16°37’52,90”S, 48°39’52,38”W";Yes;Federal;Cerrado, mata de galeria;Protium heptaphyllum;Protium heptaphyllum (Aubl.) Marchand;Burseraceae;Protium;NA;NA;NA;AC|RN;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_09;GO;Goiânia;Campus Samambaia da Universidade Federal de Goiás;NA;No;No;Mata mesófila semidecídua;Protium heptaphyllum;Protium heptaphyllum (Aubl.) Marchand;Burseraceae;Protium;NA;NA;NA;AC|RN;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_24;GO;Goiânia;Câmpus Samambaia da Universidade Federal de Goiás;16°36’S, 49°16’W;No;No;Mata semicaducifólia;Protium heptaphyllum (Aubl.) Marchand;Protium heptaphyllum (Aubl.) Marchand;Burseraceae;Protium;NA;NA;NA;AC|RN;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Protium heptaphyllum;Protium heptaphyllum (Aubl.) Marchand;Burseraceae;Protium;NA;NA;NA;AC|RN;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_16;GO;Caldas Novas;Fragmento de cerrado;17°42’39’’S, 48°38’27’’W;No;No;Cerrado;Pseudobombax longiflorum;Pseudobombax longiflorum (Mart.) A.Robyns;Malvaceae;Pseudobombax;NA;Tree;Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Savana Amazônica;AM|BA|DF|ES|GO|MA|MG|MS|MT|PA|PI|PR|RJ|RO|SP|TO;Cerrado;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Cerrado;Pseudobombax longiflorum;Pseudobombax longiflorum (Mart.) A.Robyns;Malvaceae;Pseudobombax;NA;Tree;Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Savana Amazônica;AM|BA|DF|ES|GO|MA|MG|MS|MT|PA|PI|PR|RJ|RO|SP|TO;Cerrado;
Ref_18;MG;NA;Parque Estadual do Ibitipoca;21°42’S, 43°54’W;Yes;Estadual;Campo rupestre;Pseudobrickellia angustissima;Pseudobrickellia angustissima (Spreng. ex Baker) R.M.King & H.Rob.;Asteraceae;Pseudobrickellia;NA;Shrub;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|PI;Caatinga|Cerrado;
Ref_10;MG;NA;Parque Estadual de Biribiri;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Pseudobrickellia angustissima;Pseudobrickellia angustissima (Spreng. ex Baker) R.M.King & H.Rob.;Asteraceae;Pseudobrickellia;NA;Shrub;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|PI;Caatinga|Cerrado;
Ref_03;MG;Berilo;Lamarão;42°36'W, 16°44'S;No;NA;Campo rupestre, floresta estacional decidua, floresta estacional semidecidua;Brickellia pennifolia;Pseudobrickellia brasiliensis (Spreng.) R.M.King & H.Rob.;Asteraceae;Pseudobrickellia;NA;Shrub;Campinarana|Campo rupestre|Cerrado (lato sensu);BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|RO|SP|TO;Amazônia|Cerrado;
Ref_21;BA;Caetité;APP da nascente do riacho Jatobá;14°04'36,8''S, 42°29'59,7''W;No;No;Transição cerrado-caatinga;Pseudopiptadenia brenanii G.P.Lewis & M.P.Lima;Pseudopiptadenia brenanii G.P.Lewis & M.P.Lima;Fabaceae;Pseudopiptadenia;NA;Shrub|Tree;Caatinga (stricto sensu)|Cerrado (lato sensu);BA|MG;Caatinga|Cerrado;
Ref_20;BA;Caetité;APP da nascente do riacho Jatobá;14°05’36,8”S, 42°30’59”W;No;No;Transição cerrado-caatinga;Pseudopiptadenia brenanii;Pseudopiptadenia brenanii G.P.Lewis & M.P.Lima;Fabaceae;Pseudopiptadenia;NA;Shrub|Tree;Caatinga (stricto sensu)|Cerrado (lato sensu);BA|MG;Caatinga|Cerrado;
Ref_31;BA;Caetité;Trilha Jacaraci;14°05’18”S, 42°29’56”W;No;No;Cerrado;Psidium brownianum;Psidium brownianum Mart. ex DC.;Myrtaceae;Psidium;NA;Shrub|Tree;Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)|Restinga;AL|BA|ES|MG|PE|RJ;Caatinga|Cerrado|Mata Atlântica;
Ref_03;MG;Minas Novas;Posses;42°47'W, 17°02'S;No;NA;Cerrado;Psidium fumum;Psidium firmum O.Berg;Myrtaceae;Psidium;NA;Shrub;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|SP;Cerrado|Mata Atlântica;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Psidium laruotteanum;Psidium laruotteanum Cambess.;Myrtaceae;Psidium;NA;Subshrub;Campo Limpo|Cerrado (lato sensu);DF|GO|MG|MS|MT|PR|SP;Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Psidium myrtoides;Psidium myrtoides O.Berg;Myrtaceae;Psidium;NA;Tree;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|PR|RJ|RS|SP|TO;Caatinga|Cerrado|Mata Atlântica;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Cerrado, cerrado rochoso;Psidium pohlianum;Psidium salutare var. pohlianum (O.Berg) Landrum;Myrtaceae;Psidium;NA;NA;NA;NA;NA;
Ref_15;SP;Luiz Antônio;Ecological Station of Jataí;"21°36’19.44”S, 47°47’28.86”W; 21°36’14.10”S, 47°46’34.44”W; 21°36’2.81”S, 47°45’38.32”W; 21°35’33.27”S, 47°45’40.86”W; 21°37’48.48”S, 47°42’33.15”W";Yes;Estadual;Cerradão, cerrado;Psychotria carthagenensis Jacq.;Psychotria carthagenensis Jacq.;Rubiaceae;Psychotria;NA;Shrub|Tree;Campo de Várzea|Floresta Ciliar ou Galeria|Floresta de Igapé|Floresta de Várzea|Floresta Estacional Perenifólia|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga;AC|AL|AM|AP|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PB|PE|PI|PR|RJ|RO|RR|RS|SC|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa|Pantanal;
Ref_22;MG;Brumadinho;Brumadinho;20°08’34”S, 44°12’00”W;No;NA;Campo rupestre;Psychotria leiocarpa;Psychotria leiocarpa Cham. & Schltdl.;Rubiaceae;Psychotria;NA;Shrub;Campo rupestre|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga;BA|DF|ES|MG|PB|PE|PR|RJ|RS|SC|SP;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pantanal;
Ref_03;MG;Minas Novas;Posses;42°47'W, 17°02'S;No;NA;Cerrado;Psychotria pubigera;Psychotria pubigera Schltdl.;Rubiaceae;Psychotria;NA;Shrub;Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial);BA|ES|MG|PR|RJ|SC|SP;Mata Atlântica;
Ref_10;MG;NA;RPPN Serra do Caraça;20°35'S-11°11' S;Yes;RPPN;Campo rupestre;Psychotria vellosiana;Psychotria vellosiana Benth.;Rubiaceae;Psychotria;NA;Shrub|Tree;Campo de Altitude|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|DF|ES|GO|MG|PE|PR|RJ|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Mata estacional semidecídua;Pterandra pyroidea;Pterandra pyroidea A.Juss.;Malpighiaceae;Pterandra;LC;Shrub;Cerrado (lato sensu);DF|GO|MG|SP|TO;Cerrado;
Ref_03;MG;Minas Novas;Posses;42°47'W, 17°02'S;No;NA;Cerrado;Pyrostegia venusta;Pyrostegia venusta (Ker Gawl.) Miers;Bignoniaceae;Pyrostegia;NA;Liana/volúvel/trepadeira;Caatinga (stricto sensu)|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Perenifólia|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos;AC|AL|AM|AP|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PB|PE|PI|PR|RJ|RN|RO|RR|RS|SC|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa|Pantanal;
Ref_03;MG;Turmalina;Peixe Cru;42°57'W, 17°17'S;No;NA;Floresta estacional;Qualea cordata;Qualea cordata Spreng.;Vochysiaceae;Qualea;NA;Tree;Cerrado (lato sensu);BA|DF|GO|MG|MT|PR|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Qualea cordata;Qualea cordata Spreng.;Vochysiaceae;Qualea;NA;Tree;Cerrado (lato sensu);BA|DF|GO|MG|MT|PR|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_30;GO;Hidrolândia;Escola Agrícola;17°00’42”S, 49°12’04”W;No;No;Floresta estacional semidecidual;Qualea dichotoma ;Qualea dichotoma (Mart.) Warm.;Vochysiaceae;Qualea;NA;Shrub|Tree;Campo Limpo;BA|DF|GO|MG|PR|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_27;MS;Aquidauana;Universidade Estadual de Mato Grosso do Sul (UEMS), Distrito de Camisão;"20°27'21.4""S, 55°39'46.1""W; 20°26'58.1""S, 55°38'16.9""W";No;No;Cerrado;Qualea grandiflora Mart.;Qualea grandiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);AC|AM|BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_15;SP;Luiz Antônio;Ecological Station of Jataí;"21°36’19.44”S, 47°47’28.86”W; 21°36’14.10”S, 47°46’34.44”W; 21°36’2.81”S, 47°45’38.32”W; 21°35’33.27”S, 47°45’40.86”W; 21°37’48.48”S, 47°42’33.15”W";Yes;Estadual;Cerradão, cerrado;Qualea grandiflora Mart.;Qualea grandiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);AC|AM|BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Qualea grandiflora Mart.;Qualea grandiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);AC|AM|BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_16;GO;Caldas Novas;Fragmento de cerrado;17°42’39’’S, 48°38’27’’W;No;No;Cerrado;Qualea grandiflora;Qualea grandiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);AC|AM|BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_30;GO;Hidrolândia;Escola Agrícola;17°01’05”S, 49°11’49”W;No;No;Cerrado;Qualea grandiflora Mart.;Qualea grandiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);AC|AM|BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Cerrado, cerrado rochoso;Qualea grandiflora;Qualea grandiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);AC|AM|BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Qualea grandiflora;Qualea grandiflora Mart.;Vochysiaceae;Qualea;NA;Shrub|Tree;Cerrado (lato sensu);AC|AM|BA|CE|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
